ID,Text,class
15967,desh karib crore muzlims pure desh sirf crore votes mile matlab wanha,neutral
9323,moment prithvi singh launda h totally loved,positive
10337,swear person fav walla life grateful sist,positive
9341,kaam inkar aapko vote isliye galat decisi,positive
45057,extra big parang pagmamahal sakanya hahaha ayieeee love nay z,positive
27797,aukaat lena tujhse fuc king,negative
8642,hume gurav shreeman pm modi ji es hindsthan,neutral
9329,qanoon efitrat social system khuda n design mard agay chalna dun,positive
15582,taseer happy birthday shaheed baba spread message humanity a great human,neutral
8206,dramebaaz power msg dhongis perfect,neutral
3197,hahahaha allah aisey maulana sahab kaum hifazat farmayee mudde uthane,positive
19159,kutte bache hee hram khoon zana aulad pakistan topic kia debate,negative
1132,sonu bjp tickets vote ni logo vote doge cong,negative
20234,mowglu roney maa khush roney maa khush pa,positive
38348,paiso saifai randi nachwa dete humesha sarkari maal udane,negative
25280,eid corner ca nt wait buy pyari pyari colourful choorian,neutral
24029,swaraj bhasa sayam,neutral
591,btaega pucho jiyne b mla usme gina hindu mla muslim awaadi gaao,neutral
16289,ladkiyan cigarette peeti attractive h,neutral
35703,chahye hisab allah pak kry ga inshaallah shia peop,neutral
25889,va spirit anjali hal dhobi kutta kidar,positive
18276,time study boht mehengi h study mehengi jayengi jese logh padh payenge,negative
19112,lag modi rss matlab hindu musalman maare bjp rss,neutral
27339,hahahaha funny,neutral
13890,great guys back,positive
2372,major time hehe,neutral
17808,rehne rubika ji bechara bada educated knowledgeable h social media,neutral
20315,samajh bahar chhez ghutno jor dalo kitchen,negative
9555,modi interviews haha dhokebaaz modi,negative
19384,bjp seat ane pr agle din gst registration free jay maa bharati,positive
41535,e vm zindabad bjp defeat chehe jitana bhrastachar murder politics sb jayaj,negative
14182,ahhh nice allah grant salah life ameen life allah strip,positive
29827,jahalat hy masoom bachon adis horahi hy hiv vaba shakl akhtiar chu,neutral
7703,bakwaaas love friendship forget,neutral
20063,blockbuster series waat lagaye ga bahubali lelo usko flop karwa,neutral
44779,sir randi bharuaa sale harami deshdrohi galat word esiliye nikalta,negative
28270,g ku jalri h mtlb katrina maha fuddu actress admit krle,negative
19200,surat employment mail resume jayegi aapko naukri,neutral
2877,chootiyas increasing bakchodi band,positive
8940,sindhi saans lene hawa chura sakoge fans duur baat,positive
3438,sir kadi mehanat mukaam pradesh desh mila pranaam aapko rajeev mishra maharaj bjp uttar pradesh,positive
14498,pakistan captain statement sach saabit h match buri haar gyi shi kha sarfaraj,negative
577,u things ppl u adore u a transaction give u u r su,neutral
26081,khelna chodd dekhna chodd love uh infinity dhoni thala,positive
13240,bea zimmedar harami maulana algaowadi neta h bacchon foreign p,negative
39403,ofcourse haram khor unlike ur leaders certified chor,negative
14078,uncle chutiya bnaya gya h video doctored h apke modi prem dekhte aapko bheja gy,negative
15839,welfarebydssvolunteers walking path humanity shown saint dr gurmeet ram rahim singh ji insan dera,neutral
30024,huyyyyyy yung crush sabi niya sakin waiting pota felt harrrd,neutral
19928,ia india aapki shahdat shat shat naman vande matram bharat mata,positive
40753,chawal intahai chawal phir aaty wc baqwaas,neutral
22514,keseringan turun el pozo jadinya barbar,neutral
14628,kehne matra bench sthagit mediator introduce sarvsah,neutral
34236,asal naye khiyalat islam tou taleem musalman farz taleem hou,neutral
25608,hat paaji bina dar hamesha sach saamne laate dna,neutral
12145,playing yoosung route a cinnamon roll heaaarttttttt baby boy proteccccccc,positive
4579,bharat favorite human bajrangi sultan salman khan film bharat june dekhna bhule,positive
15493,modiji dhanyawaad suresh prabhuji prarthana ignore sushma maam,neutral
9239,kind word change entire day waiting love n smiles long a,positive
37566,agarwal elections bjp election jeeta prakat aaltufaaltu,negative
37829,fahad mustafa pure pakistan truck bati piche lagadia phr awaam subhanallah milna,negative
40240,sanskari sanskari phir ate h fuck f ck likhte hsoo sanskari,positive
32512,merut jashn mnane mara gya mullo hindu delhi beti bchane,neutral
39695,ayushmann salute u ghajab h brave attempt,positive
30098,makinde agebeeka level asha,positive
33854,mcx sharma ladkiyan efforts krti kehti single voh launda,neutral
23264,found awesome recording mohabbat pagal jaunga smule,neutral
26976,bewakoof orat orat wesey fake hey account,negative
13051,yuvaou chahete mourya ji pradesh bhari jeet badhai dher sari shubh kamnai,positive
41167,upenderji kaanha khun nadi bah lovi hal bjp aapko minis,negative
43079,media kaam krti sir govt january report deta media hindu muslim,neutral
33114,hahahahahahahahahahhahahahaha talking jhoot moot bimaar ban bahar baithay,negative
41743,animated superhero film made favorite away cuz wrong,positive
18895,jit hindustan future asar padne admi national,neutral
27995,forward insha allah,neutral
11045,taran adarsh comparison mt kr,neutral
28679,karwahi bar bar jan marne dhamki sarkar manwar yogi adith nath cm,negative
29288,sir mhasachiv bnaiye modi band kr,negative
18768,intense dear jodi times love scene great sto,neutral
30144,pradhan panauti ji south africa lapet ugla number,neutral
25742,viswas rohit kah khopdi etne chhed kerenge khopdi khopdi,negative
40864,hindu aukat dikha logo antinationalist shoot kr aazadi deni cahiye,negative
37091,ppp khuda naam nabi naam lay cheez twists karlo saudia emirates ma,neutral
20445,,neutral
20748,celebrity ban flop actor pehchanta,negative
22752,sir aapako aapana hero aadarsh manata aapase purna rup dudaker desh hit,positive
2848,isko chupake bjp ticket isko,neutral
26035,paresh siddiqui baap yakub menon nam sunkar chup gya bsdk piddi,negative
37848,jaishankar akadna baap minister,neutral
24285,agg jhadu jappi hope makes feel,positive
15624,isko gay bolke lgbtq walo insult,negative
8259,girls echt zo n leuk nummer en dan komt opeens die schijt van cardi b sorry maar hoezo niemand,neutral
8193,great job ignore ramjaan samay din bhukhe kr,positive
30128,ganga maa bulati modi ji jaate anti national,neutral
21889,wajjo khann aw sweet zaror zaror inshaallah,positive
1366,nice glowup mayhem congrats guys wohooo bbye tired year,positive
24996,radhamohansingh congratulations bhut bhut badhai subhkamnaye,positive
12576,chai bechna sharm baat kaamchor nithalley vellley bus pappu,negative
13134,tumhe matlb baat isliye pta chlti kyoki,negative
44556,chor saale jeete aache kaam wajah jeete harne baari aayi,negative
18878,bakchodi seema behan thappad maara bjp,negative
27542,delete chutiyappa cancerous cheezo kaaran account,negative
40622,ma loda haram kr lode fte condom pedaish sale kutte beej,negative
21817,pakpassion samne starc cummins coulter nile pace bowli,positive
13499,,neutral
41772,opposition tweet dal sashti jayegi haar chuki frvi samajh,negative
30985,jai shri ram slogan hooliganism kashmir mei rehna allahoakbar kehna slogan revolution,negative
7483,g hindustan hindu muslim dushman political p,positive
36584,mina f ngimele kuthi ngibe mali knife lento gym,neutral
17349,najar tragic indefensible love compassion family wish offer,positive
4893,rishu aisehi legend bura bhala yha tk god cricket nh,negative
16234,congratulations jeet proud finally engineer pennenggrad ht,positive
33156,police shivratan ganj thana vyavastha jaaye sunwai sale paisa kha ba,negative
29542,dunia gatia gatia wow nice post sharing harkat,neutral
32699,vet phr agli eidi pr bheju ga agr kamiyaab pr eidi taras rhy agr lora,positive
30721,hallo sorry account nonaktif follow account alya tan unfollow,neutral
24649,bohat zaban wazeer ghatia aurat,negative
25711,mamta mafi melegi sirf maharashtra aake dikhaye kutte,negative
34848,jai hind sir prashant rathore aapse request hoon pubg game india ban dena chah,neutral
21488,loog jinko nawazmafia corruption nazar ayi inkaay leya qarza nazar ata,negative
32440,chij lagu patrakar madam sahiba vipaksh bakhiya ud,negative
22380,actor advance apologies life inspiration sir rustic impersonation sir aapkey cousin fil,positive
5337,cuz hindi a national language modi a leader a god choice,negative
38175,saal hakumat muslims hindustan pr,negative
5139,tuj marega free entertainment deta b congress join,neutral
36000,sookh sir nice,neutral
23760,narendra modi takes oath prime minister jai hind vande mataram,positive
24685,group banye local add taki crime najar jagah,neutral
10263,kunal bhav aukat uchhalte ignore,neutral
19763,leay nawaz nay paisa dia jald ban jaegi inshaallah,positive
38074,salman khan mazak kr media wrong news u,positive
41950,shrrehman bohemia pyaar baki duniya beqaar felt,neutral
4220,congress spokesperson tv debate battamiji roka haar jawab den,neutral
2238,chub kutte awlaad baap sale india nepal ag,negative
35909,bologuruji bass ekhi sawaal humesha puchta lakin pick umid pic,neutral
21984,artha bhn lode jese sale chewtiya logo bengal chutiya kata angr,negative
7837,baki jinko fikr ni balon mouchain bna pix leti,neutral
13805,saturdaymotivation shri nanak sahib ji amritvani mehla accepts met guru form,positive
23477,aspire insha allah,positive
33494,mach harnay kay sarfu ahe,neutral
1666,news channel walo imaan bech bjp ku advertisement jeet,neutral
23503,world cup ni bus india harana maqsad sha allah,negative
43972,prachand jeet hardik subhkamnaye pls rserv lane ambulance ov,positive
12778,video dra huavideo start dhmka h,negative
18177,coz w ur smile felt a,positive
11381,aum boys played meme explains pakvwi wivpak,positive
5949,zafar jake punture gandhe bech nikal idhar,negative
32442,tumlog raag alaapna band kro vande desh drohi population,positive
23780,warrior didi twitter account band bhag jayengi,positive
24247,schowdhury tonight laylathul kadr a give sadaqah jariyah tysm allah reward,positive
15699,kuty dum tarha tharki logo b age thark pan ni chord skty kai larki ghr a,negative
22832,a great pity organization dedicated life years life unable confirm,neutral
16697,garg comm recognition forward work fortinet team power,positive
40405,agr ptm karhiyoon milaya jaye akhiri karhi malala usk baap pr rukay gi zruri ma,negative
26806,original audio lal bahadur shastri giving slogan jai jawan jai kisan archives https co,neutral
20054,season charm intact episodes ago achche khaase show band ba,neutral
20224,gaze arushi kamine block,neutral
41778,sir definitely home happy healthy waheguru ji khalsa waheguru ji fateh,positive
8509,rahat indori jagjit singh mushayra entertainment,neutral
13527,juma tul wida mubarak friday ramadan bring peace prosperity prayers v,positive
15947,bhartiyo army training kareye tabhi bhart fit rah israel jesa es umid pahala vote bj,positive
17979,bhiya tehtullafz segment dil krta sunte hein rhein allah bless u,positive
19445,congratulations mam happy ramjaan bagir kutch kaaye piye poore din hats u mam,positive
19022,wrong blind followers defend wesy b zartag gul kia,neutral
39216,sale boxer v vaha cricket team haal jette fekte zydah,positive
4130,alfaaz saabit hoa muslmano ehsaas zinda hy,positive
10779,chutiyapa chala din faltu bakwaas chalu hogayi coretards bina samjh,negative
12934,sahab suggestion rg h,negative
41735,akkian aditya opening n lt taboo saal,negative
26776,debate shows anchors bhagwan modi bhajan modi,neutral
30645,gutteruddin kyo fake news faila maa bhn krwana chahta,negative
22351,poore desh jashn rocketsmeethayistreet dance tarike celebrate,positive
4174,iyd konse hein kiyr beghair krte barre chawal,neutral
44966,chanakya modern india home minister congratulations amit shah ji terrorists sepa,neutral
22708,bedhadak jao kutton napak harkat pakistan duniya nakse gayab,negative
43687,enko italywali maa bataya bade dynasty karma,neutral
41959,ji vi dhoka kha evm media prachar tntra hae jisne modi jitaya hae evm hatao desh loktantra bachao,negative
12974,awaaz tujh bhadave dalal sala,negative
15938,a badha favorite word bhonk,negative
37005,lig kharab fit v vote time elect,negative
23179,a freak wan free hoooo,neutral
13329,kashmir shuruwat jai shri ram,positive
26009,modi ji tv din kah chota sitapur naam,positive
17151,allah bachaye pakistan ganjay chor nawaz sharif sy r nasal sy,negative
19528,pti sindh mey govt ppp sindh khaa jayegi ppp chor party hy,negative
36779,behad khush,positive
24141,a psychopath bakwas tweets krti badtameez u respect u plans a simple girl,negative
36245,nach nagin paisa milega timko aab bacha payega doctorate fake news,positive
38666,ignore karty msgs,negative
40673,elections tough bjp l,neutral
27549,sir jeet lye badhyi soorat huaa usme app fire,positive
13878,sahab garam hava movie dil chhu apki movie mulk kudos,positive
20687,lama hahaha dil churaya h,neutral
35123,dr sahb confirm kr pehly jhoot rhy thy,neutral
3141,sir ummid esko jarur solve apko bar bar,neutral
28675,ahy parang gusto yang free dinner graduates char cc,neutral
38758,congress bjp andh bhakt aimim support krta khula krta,neutral
30167,tagda group aaplogo nish,positive
16272,music life chhote ustad salman ali posting instagram stories today salma,neutral
14541,gov pti vote,positive
15644,morning sohne satgur bless sewa simran parmarth today,positive
24016,wasooli dhundte isko ghanta fans,negative
30772,sir result apka video rally tv debate cont,neutral
22579,gunshot kia kia lagay marry altaf,neutral
18903,chance random tees incredible price free shipping,neutral
15597,hasiyat a hawaldar fakeass jihadi barrister,negative
11360,feku chaka mara caught gai congress bada ayaa modiji bahar fekne,neutral
6051,tech ahh problem offering,neutral
7272,hamyat khota khor corrupt ganje kerte thy kia ukhar lia unhon lanat te patwari,negative
15506,allah makhlloq pr zahiri shakhsiyat allah bnayi insan khu,neutral
15505,wahhh fave moots din kita huhuhu ilysm,positive
28003,morning almighty papa ji plz bless family sewa sumiran p,positive
8667,siab baitanai,neutral
15845,god matter times drift away hold a,positive
23949,sir road aaiye twitter khelne street social media stream media,neutral
33480,varma ammi chu,negative
26681,thinker naam lene darta chor daadi tinka free thinker nakarakmak thinker,negative
21941,ranjini adhu enna team win ynwa,positive
5383,smile jaan pyar dosti love friendship bff time parthsamthaan,neutral
1975,harramzade maa marre ameen harramzade biwi fauji fuck krien ameen,negative
14740,wish a happy delightful birthday sir favourite actor h,positive
27965,bhaijaan big fan body hope bharat film a superhit,positive
41984,step closer cong mukt bharat,neutral
31622,burnol gabbar haddi phekna band kutte khayenge,neutral
27520,modi ji renter delhi pay month society maintenance landlord pass bhut,neutral
40671,patrkar santiduto chamcha tuje pta bta du mathura ramjan lashi fr,negative
26951,veerji constant encouragement helping raw musician start a j,positive
13248,evm khilaaf shashtra andolan siwai chara moolwasiy,neutral
15797,tamam aashiqan e rasool jumma mubarak,neutral
27175,faiz aukat uski lallu gaand mar chali bhokta rehja hat,negative
11748,serif aik teekay zaroorat hay baqi set jay ga,positive
39627,jungkook sincerely hugs president korea beautiful jungkook a special heart love,positive
19938,morning guru pa ji pls bless n sewa simran,neutral
28472,dekhiye sream train hatya gya pr dhayan seva h,neutral
15219,feku sala found,neutral
42823,gee wonderrr love hana,positive
22412,pranam pranamg oollthe truthfully truth love peace universels universes rainbow unive,positive
26591,nirmala sitharaman handling finance country expecting loans women entrepreneurs cut ta,positive
32751,mahila ayog karya work gujarat,neutral
23040,ha galat chor,neutral
44175,javab create a larger person image mind order defend,neutral
13832,hear lag gale phir haseen raat shayad phir janam mulakat feel,neutral
16803,a j b offl bhaiya malba kio gira dukh,negative
25615,haha mujy pta mujy btaa pyar sy tujy tang krtaa tyrn e dil lgta jan,neutral
19482,gon pop tonight a chance win a bar sounds resident dj lzrcat a,neutral
31556,bies sad modi ji visiting rajiv gandhi memorial knowing rajiv wife chutiya son instrumental,negative
14646,warm wishes lovely edits beautiful vms means alot,positive
232,ramji charno girkar mangoge paoge bhole baba hath khde khne,negative
27931,oyeee butttoooo sach zinda hyyyy maaa ankhhh ghayb bhutto b chori kr hy sala salay kandan,negative
38488,jiyalas fakecases hiv epidemic thar crisis karachi destroyed suwar bachay trending,negative
11549,happy birthday mammy rip miss u lots,positive
26377,called awareness alhamdulillah pochhnay wal,neutral
32951,fikkar chand patwari rah gai nasal agly nasal ghulami gi,neutral
9013,maar khane hindu musalmaan hindu chahenge char bhee,negative
13650,ta loog phr ikathy kr terrorism start kro dunya musalmanoo pak nam badnam kro shame,negative
38050,taali thukwaega chakke pappu harwa state saaf,positive
23388,patrag modiji rajyo congress zero balance account khulwaya,negative
18500,mahrastra nirman chuka haii gundo sena jaroort nahii gundo,negative
17095,super busy superstar salmankhan mehboob studio interviews bharat promotion https tco,neutral
28265,postcard bnwane paisa fijul khrchi h jhum sb kami njr aa bhakto,negative
21767,electable phir aese aesa lag pti pakistan,negative
19697,congress satta sawal logonke mann bjp aai hindu,positive
4356,wow kid act natural cute super chinna,positive
27926,bara chootiya hy jhoot manker vote krdiya bcz govt foult terror bring,neutral
24799,maarne aastha prateek lag gunde shame,negative
14738,madarchod ma chut mullo paidais deshdrohi ant jaldi,negative
19973,asan arey modi govt minister bi result modiji socha pareshaan,positive
35264,gud news eis treason saza milni chahye ager en jaisaon chor gya mulk dushmana,negative
26471,congratulations sir ji lots love india guruji shr,positive
2649,u coming live missed duaa apka lia namaz duaa krti hn apka nam la r aesa,neutral
