ID,Text,class
25483,modi ji ye sab to hota rahega lekin pehle ram mandir banawao dhara hatao hindurastra ghosit karwao logo,positive
13396,pagol kuute ke samne roti dalna sahi nahi hai yeh sholay me thakur saab bolke geye the logbog saal p,positive
7897,im so proud of you i love you congratulations to you all your homies,positive
26915,muslims muslims muslims jab musalmaano ko hi unki khudki izzat ki khud ke desh ki khud ke hone ki khud ki naslo ki,negative
8238,hadd hai kamine pan ki aapko pata hai ye kev jail gaya hai ye bina order ke railway platform pa,negative
28701,it s not vishwas that u guys want its modiji that u dont want even if god comes and tel,negative
40128,party and candidate s nahi dekhe hoge bas modi ko jitana hey kar ke vote diye,neutral
14505,nhi g ham ap ki trha nhi he ptwari ki olad ham pakistani he aur pakistan sy pyar krty h,positive
22273,tum kabhi nahi sudhroge fact check fir bat kar chutiye,negative
35558,jai shri ram haz turned out to be the vande mataram of the day,neutral
8199,best wishes for world cup and eid mubarak to you from muzaffar hasan national general secretary ljp,neutral
2144,aarthik madad nahi wo pakistan ki aawam ka hak tha aur yeh rss ke propoganda publication apne pas hi rakho,neutral
23844,ye kaafi hai ki ham dushman nahin hain wafadari ka daawa kyun karen ham thinking about something,neutral
8910,actually inke pass ab naaz karne ke liye kuch bacha hi nahi hai to haqikat pasand ban,negative
33576,no one me tryna find the perfect watermelon,neutral
28206,match zaror dekhna dukh phr jhalna ye khel hai talent ka na parchiyo ka baserra,neutral
32666,he sort of like caused my love for pomeranians here is picture of her with her chew toy in her litt,positive
26044,awwwie thank you lau good morning,positive
19034,you mean our problem was being democratic vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai,negative
13152,greetings to dearest friend shri ji on their birthday maa aashapura bless you with lots of love happ,positive
17992,wonda in this month of ramadan all my positive heart desires and prayers for my family and friends will be granted insha allah,positive
23129,marwaadi roshan oye roshan meh jcb ki khudai dekh k aaya roshan,neutral
15581,all d other,neutral
8604,spotter ye sirf pauranik kathaon mein payi jaati thi vaastavikta se iska koi sambandh nahi hai,neutral
20097,bjp leader vishwas sarang in bhopal tabaadla udyog congress ki sarkar mein phal raha hai vidhayak is vyapar ke kendrabindu par h,neutral
5225,tum apny indian ki fikkar karo pakistan ko hum khud dykh lyngy mukti bahini nahi ban,neutral
31039,up ki sarkar jiski bunyaad pe tiki h wo aaj apne mukaam pe pahunch gayi laghusanka ki deri h fir,positive
41953,alvida mubarak to all duwa ki guzarish,positive
43996,sir ye modi ke name pr vot pada h ap kabhi ao yamuna nagar ki rajiv garden bank calony me dekho logo ka,neutral
18866,jyda gyan na pelo aur democracy ka majak udana band kro thoda competition dete aur ye baat bolte to thi,positive
28950,khan bhai ankush khush raho i ll pray for u coz i know nafrat se kabhi kis,positive
36545,now this i too much ab sare tweet arsal ke support me jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy,neutral
2745,jaaz saab ko salo saal ke pending case ko soultion me maza nahi aata inko to public paise monthly case miljaye,negative
38245,secretofpositivity papaji dhan dhan satguru tera hi aasra good morning ji mugje tu,positive
31302,she is not bachi piece or maal she is rehmat,neutral
11709,mat kaho dil se to nahi ho or wese shakal ka to mjhe pata nahi but aesa kch matter nahi krta,neutral
20225,thx to every single memer for making our day u guys r amazing jcb jindabaad jcbkikudhayi jcbkikhudaai,positive
34859,nonstop hoga entertainment par kaun dega performance sabse best watch out for srgmplilchamps satsun pm,neutral
42434,here to fir jo atankwadi uski jaat musalman q hoti or jo all ready musalman h woh yeh baat q,negative
23986,tum hume yun bhula na paoge,neutral
37553,soul tony stark ka dil toh ye leke ghum rha hai,positive
4443,gunde saale ac hall me baith k mt bhonk be yogendrayadav aukat h to gurgaon k kisi ek bnde ka c,negative
37414,bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke baj,neutral
26700,i m actually not that arsed about liverpool winning it good on them the premier league joke still stands they already had m,positive
19318,happy birthday pretty girl thank u for all the good agnes memories cards soon hahahahaha enjoy your day,positive
19685,jan sharam or haya ki qimat lagwai hai is liay to is kute ko ye seat miliy har haqomat k talway chatny wala hai ye,negative
16219,sir life ka ek sapna hai kabhe kisi din aap se ek mulakaat kerna log netaaon k fan hote hain mai aap ka,neutral
14905,thank you dear shahrukh for your love and encouragement,positive
13262,mere bhai yah shariyath tho pahele se hi india may sirf muslims ke liyah hai aur rahegi inshallah,positive
33719,bharatthiseid bharat loveusalman superb look very handsome,positive
30635,or bohat pakhtono ko pashtunistaan ka nasha charha howa hai aj kal hosh mein jao wrna sach ki mar parhe gi is bar,negative
26753,dhup aarti shri sai baba mandir shirdi may baba bless all with all the happiness of the world om sai ram,positive
9677,amit shah ji please jet airways ke employee ke bare mein kuch kariye parivar wale bahut pareshan hai bhukhe mar rahe hain,positive
20043,abroad property rakh kr chhupane wal respectfull hota he aqam ne panama harami waseem abbasi,negative
27049,respected rahul sir dont disappoint you u r great leader aap ki soch aap,positive
19215,same did you watch the bet on me perf the choreo is kinda sexy but it fit shihyun so much,positive
4647,jay bajrang bali,positive
41076,good wala to sahi h thora bt bad ka last ajib h,neutral
4034,haramzade hamare tukdo pe palta hai hamein aakh dikhata hai kutte tu pagal ho gaya,negative
25360,haaye entry ho toh aisi herowalientry best part of today s episode shaheersheikh yehrishteyhainpyaar,positive
33442,ssidhu ind inse na ho payega,negative
24139,my year old declared her record of watching badshah on times claims to be your biggest fan she do,neutral
18846,nahi mut sorry health department sare hospital band karo sab ko pehle dhar ka gaumutra do sab bimari,negative
29030,main priyanka prakash modi dada ki poti main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dahej,positive
22594,it s not easy to make it easy love u bhaji hanji kida lagy movie chandigarhamritsarchandigarh jina ny nh,positive
12417,sir ye election commision ko gali nai de rhe ye govt employee ko gali de rhe jo election krata hai,neutral
31335,tu bahut pitega ak din be chutiye sale teri himmat kaise hui voters ko idiots bolne ki abe ujde,negative
39578,hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji k par,neutral
36320,salman khan best fight scene ºδº movie see instagram photo by,positive
14490,mderchod bhartye sainik likhta h hrami aulad hindu hogya bs desh bhakt ho gaya kisi bhi gali teri may,negative
7639,shatram arey ye meri didi depressed ho gyi bechari chlo din me rr to band hoga aur ye tweets kuki mjh,neutral
37806,chalo goiz followers hogye hain ab mujhy unfollower mt krna warna allah pochy ga tum logo ko muslmano jisko follow ba,neutral
27128,google isn t your best friend when you re sick belie walie haiiiiiii,neutral
18904,narendra damodar modi ji all the best vadnagar ke kamalka banshiwala shubh ho apka e jatra,positive
1681,talented as you i thank god for creating such perfect and generous person i pray that you will continue to b,neutral
28730,sach keh raha hai deewana dil dil na kisi se lagana jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme,neutral
1936,odisha thanks sir hamara umid ahi he jai jagannath swami,neutral
10559,pubg ni khelta tiktok use ni krta suta ni lagata girlz ko dm ni krta will this society accept me,neutral
15663,namaskar sir ji mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka,positive
22673,jo bjp ke saath nahi woh atankwadi h aour jo hindu rss ke saath nahi woh deshdrohi hai aaj kal b,negative
17068,sabdo ke marham se ye gahra jakham dur nahi hoga in bacho aur bachiyo ko bhavbhini sardhanjali aur pari,positive
16439,i m sorry i ca nt say that tailor ny eid ke kapre kharab kar diye hain,neutral
24809,soch h in logo ki ghatiya jo gareebo ko mar rah,negative
12827,modi ji e jiske paas zameen haiuse to aap kisan samman nidhi yojna diya salana dene ka,neutral
6161,thank you so much dato inshallah will celebrate the star tonight ynwa,neutral
20134,london join us tomorrow for the opening night of our new exhibition o networks eng of eng knowledge eng showcasing the institute s library and,neutral
18960,tum chutiya hoo gandu cogress harne wali this sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde,negative
2018,arey bhau iss bar budget kaam hain na lonavla se direct goregaon filmcity mein set laga hain,positive
42965,manniya goyal ji avdhesh duby ko jail main dal diya kripya traino main jo tte nd police ne jo loot m,negative
21441,o saurus i get the intended joke it s just not funny not my sense of humour anyway those crazy kids,neutral
32574,ah this is so cute i love these two,neutral
617,jai shree ram mamtaji pranam aap seen mukhya mantri bank the aashirwad jai shree ram,neutral
20345,abhi voice kir i proud where i m from love you modi ji finally you make digital india,positive
39591,baten khtam hi ni hoti to baat hi ni hoti wali journey is less hurting than when they ask you to leave for no reason,neutral
7613,o hello kaun ho aap what is your identity out side west bengal through out the country and in the,negative
38713,pramod tum ko acharya ki padvi kis ne di gadhe ko acharya nahi bol sakte tumko to ye ek kissa mal,negative
35265,bhai ajay didn t have good last few movies point taken is doing great with continuous,positive
15010,sir meri wife ko ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur,neutral
34399,kutty harami namak haramii gooo back to afgan,negative
266,mp me govt kamalnath ki h wese ek or video viral h jisme aapke shantidut bhai ek dukandar,negative
16713,besharam kitna baar tappad kayega tumara anti national hindu muslim dukan bhand hogaya bunt,negative
28907,fake video andh bhakts are forced to circulate to increase popularity rate,negative
22798,love the smell of air back at home dharan,positive
26042,hell yeah does this mean pepsi vanilla is coming back i miss it so much,neutral
36095,digwijay ji ko to aise hi chunaw me harne ka tension ab dusra bhi tension de gya is sant ne wo ye ki,neutral
23804,she s so happy happybirthdaysonakshisinha,positive
14239,airport vimlesh ji yeh apna vada nahi nibha rahe pehle kaha ki if u purchase any land will be stamp dut,negative
21196,ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system sarkar hi aaropiyon ko bacha rah,neutral
34663,congratulations hon prime minister on your victory we want ur back n now finally ur back with prachand bhumat,positive
29280,iska toh koi bhi video ya audio dekhna hi nahi hai bewakoof aadmi hai ye isne,negative
31391,wtf are pretty eyes eyes are fucking eyes this video is actually so annoying imagine what other ignorant shit she be s,negative
37666,din baad iqbal k shaheeno ko advance eid msg send krne ka dhora par jna,neutral
14014,tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera allah bohat mehrban hai wo badle nahi l,positive
40785,bc light kat di abhi toh shuru bhi nahi hua match uclfinal delhi upar se garmi ne alag maar rakhi hai,negative
20844,rahul gandhi ko chowkidar chor hai ka nara bhut bhari pad gya kuki wo khud bail,neutral
24005,stuffs salman will continue to fuck your chindiwaali filmfare so best of luck to you too mote bhains,negative
39372,ye sajish ho sakti hai bahut badi ise halke na le sarkar aur sena dono kyu bola usne aisa isko gira,neutral
23837,no one better than srk his charm his personality his swag ek yessa hero jiski villain role sbse jayda popular hoti,positive
23830,sir ye oonki aadat may shumaar hbycot se media or deshwasion ko bhi pata chalegaki gandi naali k,negative
42705,kyu ki ye mamatabanrjee us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k,negative
39643,too waqie boht bra haraami hi nahi bul k waldo zinaa ki paidawaar hai teri maan bhi tangg th,negative
10743,congratulations to our hounarble prime minister shri narendar damoder dass modi ji hum sabi bharat wasi yahi kaman,positive
38950,if you give me free place i ll operate as official weatherman on day on your behalf haha,neutral
12785,kesy log ho ap yr log tumhe pakistan ka mustakbil keh ke phir rhy aur usi mulk ke bando ko galiya do gy shame yrr,negative
17244,agar kisika ke naam se entertainment karke koi apna pet bharta h to usme burai nahi h bohot sare com,neutral
29990,rail mantri ji tatkal wl ticket per charges kyu lagta hai ye sarkari loot band honi chayiye,negative
25861,wey ya me vales madres y neta ni siquiera lo intentes,negative
33081,gaze movie bnaye gi modi love dolly class fifth ki kahaani,neutral
16812,grad walk at kids are very excited to see and sam yeto graduating seniors in the,neutral
15664,is it possible sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha,neutral
30624,ordinance ko tear karna bhi dictatorship hi thi haar ko maniye aur mahnat karke agay bde nahi to pata nahi phir kya hoga,positive
37106,work hard you will come back strongly allha has plan for you inshallha you will rock best wishes for you,positive
20437,p m india shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel advocate faizabad mb no,positive
18938,what nonsense pehle shrenu ko,negative
24194,fake love worse than real hate,neutral
16052,starr in gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje,neutral
22350,sir me sirf apka hi news channel dekhta ho because apka channel always sachi news dekhata hai,positive
9187,samay samay ki baat hi rathee ab modiisnodivider timemagazine ispr kch bolne ki himmat bc,neutral
23489,koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge,negative
6838,sparklers ms hoke and mrs koistinen are retiring what blessing they have been to us at sme thank you for all you ve done do,positive
32635,tintin lindsay freaks n geeks i love her would die for her just so cool literally minds her own busines,neutral
25888,congress party bhi media balo ko dhamki dete the khud ka jab government tha,negative
30450,mirza kyon matlab english zubaan mein dua karte hain unki dua qabool nahi hoti had ho gayi hai allah to un,negative
22605,se jayada bjp fake whatsapp and websites advertiser s heir karke rakhe hai hut modi tujse ye ummid na thi,negative
3570,satpute awaaz ghai can we buy at this level,neutral
41232,khan sb ko modi ne is liay nahee bulaya k agar khan sb aajayenge tou indian media modi kochour kar kha,neutral
13198,happy birthday pfluke i wish you good health khrab more projects to come have life full of bounty more,positive
15967,desh mai karib crore muzlims hai and ko pure desh mai sirf crore votes mile matlab wanha bhi vo,neutral
9323,for me the best moment was when prithvi singh says launda serious h totally loved it,positive
10337,i swear this person is my fav walla i m nothing without her in my life i m really grateful to have her as my sist,positive
9341,aapne kaam kiya hai isse koi inkar nhi kar sakta lekin aapko vote isliye nhi diya kyuki aapne itne galat decisi,positive
45057,extra big parang pagmamahal ko sakanya hahaha ayieeee love you nay z,positive
27797,thoda sa aukaat dekh lena chahiye apna tujhse to ka kuch ho nahi sakta bc fuc king,negative
8642,hume gurav hai ki shreeman pm modi ji jaisa es new hindsthan ko sab ka sath sa,neutral
9329,ye qanoon efitrat hai social system jo khuda n design kiya is m mard ko hi agay chalna hai wo dun,positive
15582,taseer happy birthday to your shaheed baba who spread the message of humanity being great human,neutral
8206,dramebaaz yeah they want power anyway your msg for the dhongis is perfect,neutral
3197,hahahaha allah aisey maulana sahab se kaum ki hifazat farmayee ye mudde uthane nahi,positive
19159,o kutte k bache tum to ho hee hram khoon aur zana ki aulad tum se pakistan k topic pe kia debate,negative
1132,sonu bjp ne more than tickets diye the ek ko bhi vote ni diya tum logo ne vote doge cong,negative
20234,am mowglu mere roney se meri maa bahut khush thi mere roney se meri maa bahut khush thi jab mai pa,positive
38348,kabhi apne paiso se bhi saifai me randi nachwa dete toh aisa nahi hota humesha sarkari maal udane se,negative
25280,because eid is around the corner i ca nt wait to buy pyari pyari colourful choorian myself,neutral
24029,swaraj aap apni bhasa pe sayam rakh,neutral
591,ab ye btaega isse pucho tere jiyne b mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale gaao,neutral
16289,ladkiyan cigarette peeti hui kitni attractive lagti h,neutral
35703,chahye in ka hisab allah pak khud kry ga inshaallah pehle i thought k shia are those peop,neutral
25889,va this the spirit anjali vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe,positive
18276,aaj ke time me study boht mehengi hoti ja rahi h agar study mehengi ho jayengi to hum jese logh padh nahi payenge,negative
19112,isme kaha pata lag raha he ki ye modi rss k log he matlab koi hindu kisi musalman ko maare to bjp rss,neutral
27339,hahahaha it s funny cause it s true,neutral
13890,great to see you guys back,positive
2372,i just need all the major all the time hehe,neutral
17808,rehne dijiye rubika ji bechara bada educated aur knowledgeable lagta h regarding social media,neutral
20315,tumhari samajh se bahar ki chhez hai apne ghutno par jyada jor mat dalo and go to kitchen,negative
9555,lol modi ke interviews haha dhokebaaz hai modi,negative
19384,bjp ki seat ane pr agle din gst registration free jay maa bharati,positive
41535,e vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo or murder politics me sb jayaj hai,negative
14182,ahhh this is so nice may allah grant salah and mane everything in the next life ameen as for in this life ya allah strip th,positive
29827,ye jahalat nahi to aur kiya hy masoom bachon ko bhi adis horahi hy hiv vaba ki shakl akhtiar kar chu,neutral
7703,bakwaaas there is so much love in friendship people forget that,neutral
20063,blockbuster series ki waat lagaye ga iss ko bahubali me bhi lelo usko bhi flop karwa dega,neutral
44779,sir ye log randi aur bharuaa se kam nahi hai ye sale harami log deshdrohi hai mai galat word esiliye nikalta hui,negative
28270,teri g ku jalri h tujhe mtlb katrina maha fuddu actress hai aur ye admit krle,negative
19200,by two surat me employment hai by two even you can mail your resume mil jayegi aapko naukri,neutral
2877,but chootiyas like you just keeps increasing bakchodi band kar,positive
8940,by two sindhi se tum saans lene ki hawa nahi chura sakoge fans to duur ki baat hai,positive
3438,sir aap ki kadi mehanat say ye mukaam pradesh or desh ko mila hai pranaam hai aapko rajeev mishra maharaj bjp uttar pradesh,positive
14498,pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi shi kha tha sarfaraj,negative
577,u do things for ppl u adore because u just want to it s not transaction it s not give take u do because it s what u r su,neutral
26081,tu khelna chodd dega hum dekhna chodd denge we love uh infinity dhoni thala,positive
13240,bea iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p,negative
39403,ofcourse not haram khor unlike ur leaders certified chor,negative
14078,uncle aap ko chutiya bnaya gya h ye video doctored h apke modi prem ko dekhte hue aapko bheja gy,negative
15839,welfarebydssvolunteers walking the path of humanity as shown by saint dr gurmeet ram rahim singh ji insan the dera,neutral
30024,huyyyyyy yung crush ko sabi niya sakin i m just waiting for you pota i felt that harrrd,neutral
19928,ia india aapki shahdat ko shat shat naman vande matram bharat mata ki ja,positive
40753,chawal log intahai chawal log phir aaty hain wo log jo wc ki baqwaas kar rahe hain ye in logon se,neutral
22514,keseringan turun di el pozo jadinya barbar,neutral
14628,kehne matra se bench ko sthagit kar diya gaya aur fir ek mediator ko introduce kar diya ki ab sarvsah,neutral
34236,ye asal mein naye khiyalat hain islam ne tou taleem her musalman per farz ki hai taleem nahi hou,neutral
25608,hat s off you paaji bina kisi dar ke aap hamesha sach ko saamne laate ho aur yahi ka dna,neutral
12145,me playing yoosung s route he s such cinnamon roll my heaaarttttttt baby boy must proteccccccc,positive
4579,bharat my favorite being human bajrangi sultan salman khan film bharat june dekhna na bhule,positive
15493,modiji ko dhanyawaad aur suresh prabhuji se prarthana well please ignore that thanks sushma maam,neutral
9239,one kind word can change someone s entire day i am waiting for your love n smiles from so long,positive
37566,agarwal he was no where during elections jaise bjp election jeeta ye prakat ho gaya with his aaltufaaltu,negative
37829,fahad mustafa ne pure pakistan ko truck ki bati k piche lagadia hain aur phr ye awaam bhi subhanallah milna kch,negative
40240,sanskari bohot sanskari phir ate h jo fuck ko f ck likhte hsoo sanskari they are,positive
32512,merut me jashn mnane pe jise mara gya mullo ne wo hindu tha delhi me beti ko bchane,neutral
39695,ayushmann bhai salute to u ghajab h brave attempt,positive
30098,makinde agebeeka was good was very very good i mean same same level with asha,positive
33854,mcx sharma ye ladkiyan khud kuch efforts nhi krti aur fir kehti hai why are you single ab mai voh launda toh hu nhi jo itni,neutral
23264,i found this awesome recording of main teri mohabbat mein pagal ho jaunga on smule,neutral
26976,bewakoof orat ho tum or kuch nahi agar orat ho tu wesey tu fake he hey account yeah,negative
13051,yuvaou ke chahete mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai our dher sari shubh kamnai,positive
41167,kya hua upenderji kaanha khun ka nadi bah rahe hain lovi ka yahi hal hota hai bjp aapko minis,negative
43079,media sahi se kaam krti na sir to govt bhi january mein hi ye report de deta lekin media ko hindu muslim,neutral
33114,hahahahahahahahahahhahahahaha look who is talking jo jhoot moot k bimaar ban k bahar baithay hain,negative
41743,best animated and best superhero film ever made favorite away cuz you aint wrong,positive
18895,kya iss jit se hindustan ke future par koi asar padne wala he nahi mujhe nahi lagta kyu ki jab koi admi national t,neutral
27995,all i m looking forward to insha allah,neutral
11045,tu taran adarsh se comparison mt kr apna,neutral
28679,karwahi nahi ho rahi hai or bar bar jan se marne ki dhamki di ja rahi hai up sarkar manwar yogi adith nath up cm,negative
29288,sir ko mhasachiv bnaiye modi ki bolti band kr denge,negative
18768,intense dear jodi this is one of those times when i d love to know the next scene like all great sto,neutral
30144,pradhan panauti ji south africa ko to aapne lapet diya ugla number kiska hai,neutral
25742,viswas rohit kah raha he teri khopdi etne chhed kerenge ki teri khopdi khopdi nahi,negative
40864,hindu aukat dikha di logo ne is antinationalist ko shoot kr ke aazadi deni cahiye,negative
37091,ppp khuda ka naam lo nabi ka naam lay kar her cheez ko twists karlo saudia or emirates ma,neutral
20445,,neutral
20748,kab se celebrity ban gaya flop actor hai wo koi pehchanta bhi nahi,negative
22752,sir mai aapako aapana hero or aadarsh manata hu or mai aapase purna rup se dudaker desh ke hit me aap,positive
2848,who isko chupake rakho bjp ticket na dede isko,neutral
26035,paresh siddiqui apne baap yakub menon ka nam sunkar chup ho gya bsdk ka piddi,negative
37848,jaishankar bhai tu jyaada akadna mat tera baap minister bana hain tu nahi get it thanks,neutral
24285,agg here s my jhadu ki jappi hope it makes you feel better,positive
15624,isko gay bolke tune lgbtq walo ki insult ki hai,negative
8259,girls like you is echt zo n leuk nummer en dan komt opeens die schijt van cardi b sorry maar hoezo kon niemand i,neutral
8193,you are doing great job just ignore them ramjaan k samay pura din bhukhe rakh kr aap it,positive
30128,lekin ganga maa jab bulati hai to modi ji jaate hai you anti national in,neutral
21889,me wajjo its khann aw that is so sweet of you zaror zaror inshaallah,positive
1366,it s so nice seeing the glowup of people after mayhem congrats guys wohooo bbye tired year,positive
24996,radhamohansingh congratulations bhut bhut badhai aur subhkamnaye,positive
12576,chai bechna bhi koi sharm ki baat nahi par tere jaise kaamchor nithalley vellley ko bus pappu ke,negative
13134,lekin tumhe matlb ki baat isliye pta nhi chlti kyoki t,negative
44556,abe nhi tum sab chor ho be jab saale tum jeete to aache kaam ki wajah se jeete or jab harne ki baari aayi to,negative
18878,bc bakchodi ki bhi seema hoti hai ek kuchh bhi kar ke behan jaisa maan ke thappad maara ye saare bjp wale,negative
27542,bro delete kar do ye chutiyappa inhi cancerous cheezo ke kaaran maine nahi banaya account,negative
40622,teri ma ka loda haram kr lode fte condom ki pedaish sale kutte ke beej,negative
21817,pakpassion but bhai unke samne starc cummins coulter nile the best pace bowli,positive
13499,,neutral
41772,aap log opposition main ho kisliye tweet karne se dal sashti ho jayegi itni haar ho chuki hai frvi samajh main,negative
30985,jai shri ram is slogan of hooliganism but kashmir mei agar rehna hai allahoakbar kehna hai is slogan of revolution,negative
7483,g hindustan mein hindu muslim ek dusre ke dushman kabhi nahi the ye to kuch political p,positive
36584,mina my f ngimele kuthi ngibe ne mali then under the knife i go lento ye gym is not for me,neutral
17349,najar so tragic and indefensible my love and compassion to you and your family i wish i could offer more,positive
4893,rishu aisehi log hai jo har legend ko bura bhala bolte hai yha tk k god of cricket ko bhi nh,negative
16234,congratulations jeet we are all very proud of you you did it you are finally an engineer pennenggrad ht,positive
33156,police shivratan ganj thana ki vyavastha dekhi jaaye yahan par sunwai nahi hoti hai kisi ki sale paisa kha kar ba,negative
29542,dunia mein gatia se gatia kam kar liye magar kabhi wow nice post thanks for sharing wali harkat nhi ki,neutral
32699,vet han wo phr agli eidi pr bheju ga na agr kamiyaab hua is pr to khud eidi ko taras rhy hain aur agr lora,positive
30721,hallo sorry this is my account nonaktif you can follow new my account alya tan please unfollow thank you,neutral
24649,ye bohat bad zaban wazeer hai ghatia aurat,negative
25711,mamta ko kabhi mafi nahi melegi wo sirf maharashtra main aake dikhaye kutte apne y,negative
34848,jai hind sir main prashant rathore aapse request karta hoon ki pubg game ko india mein ban kar dena chah,neutral
