ID,Text,class
7639,atram shatram arey ye meri didi depressed ho gyi bechari chlo din rr band hoga aur ye tweets kuki mjh https co,neutral
37806,rt alinaadyl chalo goiz followers hogye hain ab mujhy unfollower mt krna warna allah pochy ga tum logo ko muslmano jisko follow ba,neutral
27128,rt binsiii google best friend sick belie walie haiiiiiii,neutral
18904,narendra damodar modi ji best vadnagar ke kamalka banshiwala shubh ho apka e jatra,positive
1681,talented thank god creating perfect generous person pray continue b https co actoibtamc,neutral
28730,sach keh raha hai deewana dil dil na kisi se lagana jhoothe hai pyaar ke waade sare jhoothi hai pyaar ki kasme https co,neutral
1936,sonytv srbachchan naveen odisha nilamadhabpanda thanks sir hamara umid ahi jai jagannath swami,neutral
10559,pubg ni khelta tiktok use ni krta suta ni lagata girlz ko dm ni krta society accept,neutral
15663,drjitendrasingh namaskar sir ji mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka https co,positive
22673,chitraaum aajtak jo bjp ke saath nahi woh atankwadi h aour jo hindu rss ke saath nahi woh deshdrohi hai aaj kal b https co,negative
17068,chitraaum sabdo ke marham se ye gahra jakham dur nahi hoga bacho aur bachiyo ko bhavbhini sardhanjali aur pari https co,positive
16439,rt cutiepai sorry ca nt say tailor ny eid ke kapre kharab kar diye hain,neutral
24809,weuttarpradesh bareillypolice uppolice soch h logo ki ghatiya jo gareebo ko mar rah https co,negative
12827,pmoindia narendramodi modi ji e jiske paas zameen haiuse aap kisan samman nidhi yojna diya salana dene ka https co,neutral
6161,drosliyusof lfc thank much dato inshallah celebrate star tonight ynwa,neutral
20134,nan rt lbi london join us tomorrow opening night new exhibition networks eng eng knowledge eng showcasing institute library,neutral
18960,tum chutiya hoo gandu cogress harne wali sub ko pata tha itne buti tarah haarnegi nahi pata hai lavde,negative
2018,bbmarathitrolls colorsmarathi arey bhau iss bar budget kaam hain na lonavla se direct goregaon filmcity mein set laga hain,positive
42965,piyushgoyal manniya goyal ji avdhesh duby ko jail main dal diya kripya traino main jo tte nd police ne jo loot https co,negative
21441,hanne saurus get intended joke funny sense humour anyway crazy kids,neutral
32574,yowulf ah cute love two,neutral
617,supriyobabul mamataofficial jai shree ram mamtaji pranam aap seen mukhya mantri bank aashirwad jai shree ram,neutral
20345,railwayseva dr abhi voice drm kir proud love modi ji finally make digital india,positive
39591,baten khtam hi ni hoti baat hi ni hoti wali journey less hurting ask leave reason,neutral
7613,mamataofficial hello kaun ho aap identity side west bengal country https co,negative
38713,acharyapramodk pramod tum ko acharya ki padvi kis ne di gadhe ko acharya nahi bol sakte tumko ye ek kissa mal https co,negative
35265,kamaalrkhan bhai ajay good last movies point taken akshaykumar great continuous https co fmgluqdnsb,positive
15010,anilvijminister sir meri wife ko ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur https co,neutral
34399,saidalammahsud kutty harami namak haramii gooo back afgan,negative
266,asadowaisi pmoindia mp govt kamalnath ki h wese ek video viral h jisme aapke shantidut bhai ek dukandar https co,negative
16713,sardesairajdeep besharam kitna baar tappad kayega tumara anti national hindu muslim dukan bhand hogaya bunt https co,negative
28907,vikasbha fake video andh bhakts forced circulate increase popularity rate,negative
22798,love smell air back home dharan,positive
26042,pepsi hell yeah mean pepsi vanilla coming back miss much,neutral
36095,zeenewshindi digwijay ji ko aise hi chunaw harne ka tension ab dusra bhi tension de gya sant ne wo ye ki https co,neutral
23804,rt bhatnagarbrij happy happybirthdaysonakshisinha https co,positive
14239,jewar airport vimlesh ji yeh apna vada nahi nibha rahe pehle kaha ki u purchase land stamp dut https co,negative
21196,thesamirabbas ab hamari raksha bhagvan hi kar sakta hai q ki jahan ka system sarkar hi aaropiyon ko bacha rah https co,neutral
34663,congratulations hon prime minister narendramodi victory want ur back n finally ur back prachand bhumat,positive
29280,indiatoday sardesairajdeep iska toh koi bhi video ya audio dekhna hi nahi hai bewakoof aadmi hai ye isne https co,negative
31391,rt aaliyahjay wtf pretty eyes eyes fucking eyes video actually annoying imagine ignorant shit,negative
37666,din baad iqbal k shaheeno ko advance eid msg send krne ka dhora par jna,neutral
14014,tum apni taraf aane wali takleefon ko apne gunahon ki saza mat samjhna mera allah bohat mehrban hai wo badle nahi l https co,positive
40785,bc light kat di abhi toh shuru bhi nahi hua match uclfinal delhi upar se garmi ne alag maar rakhi hai,negative
20844,awasthis abpnewshindi abpnewstv rahul gandhi ko chowkidar chor hai ka nara bhut bhari pad gya kuki wo khud bail https co ykahipyxzb,neutral
24005,rt meh stuffs salman continue fuck chindiwaali filmfare best luck mote bhains https co,negative
39372,satyanewshi ye sajish ho sakti hai bahut badi ise halke na le sarkar aur sena dono kyu bola usne aisa isko gira https co,neutral
23837,one better srk charm personality swag ek yessa hero jiski villain role sbse jayda popular hoti https co,positive
23830,acharyapramodk sir ye oonki aadat may shumaar hbycot se media deshwasion ko bhi pata chalegaki gandi naali k https co,negative
42705,kailashonline kyu ki ye mamatabanrjee us ravan ki tarah hai jo apne ap ko hi bhagwan samjhne lgi hai aise logo k https co,negative
39643,waqie boht bra haraami hi nahi bul k waldo zinaa ki paidawaar hai teri maan bhi tangg th https co,negative
10743,congratulations hounarble prime minister shri narendar damoder dass modi ji hum sabi bharat wasi yahi kaman https co,positive
38950,give free place operate official weatherman day behalf haha https co klbkofilih,neutral
12785,kesy log ho ap yr log tumhe pakistan ka mustakbil keh ke phir rhy aur usi mulk ke bando ko galiya gy shame yrr https co,negative
17244,sardanarohit agar kisika ke naam se entertainment karke koi apna pet bharta h usme burai nahi h bohot sare com https co,neutral
29990,rt rambhuraj piyushgoyal rail mantri ji tatkal wl ticket per charges kyu lagta hai ye sarkari loot band honi chayiye,negative
25861,wey ya vales madres neta ni siquiera lo intentes,negative
33081,mizzling gaze movie bnaye gi modi love dolly class fifth ki kahaani,neutral
16812,grad walk weirelementary kids excited see gofairfieldhigh sam yeto graduating seniors https co nsenjffgwc,neutral
15664,possible sabhi situatiin ko dkhne ke baad nd saari logical chz ke result ko jaannne ke baad aisa hona cha https co,neutral
30624,rahulgandhi ordinance ko tear karna bhi dictatorship hi thi haar ko maniye aur mahnat karke agay bde nahi pata nahi phir kya hoga,positive
37106,ifaheemashraf work hard come back strongly allha plan inshallha rock best wishes,positive
20437,p india shri narendra modi ji ko p banane par bahut bahut badhai ho k k patel advocate faizabad mb,positive
18938,starplus ayubnasirkhan tanvidograworld ishaansmanhas nonsense pehle shrenu ko https co,negative
24194,rt willtharapper fake love worse real hate,neutral
16052,pun starr gadho ko batao obama ab president president nahi hai aur usney badhai sandesh bhi nahi bheje,neutral
22350,zeenewshindi sudhirchaudhary sir sirf apka hi news channel dekhta ho apka channel always sachi news dekhata hai,positive
9187,samay samay ki baat hi dhruv rathee ab modiisnodivider timemagazine ispr kch bolne ki himmat bc https co,neutral
23489,bsesdelhi koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge,negative
6838,rt sme sparklers ms hoke mrs koistinen retiring blessing us sme thank done,positive
32635,tintin lindsay freaks n geeks love would die cool literally minds busines https co,neutral
25888,pankhuripathak congress party bhi media balo ko dhamki dete khud ka jab government tha,negative
30450,nadia mirza kyon matlab english zubaan mein dua karte hain unki dua qabool nahi hoti ho gayi hai allah un https co sduirmwxtk,negative
22605,swetasinghat se jayada bjp fake whatsapp websites advertiser heir karke rakhe hai hut modi tujse ye ummid na thi,negative
3570,rajesh satpute cnbc awaaz hemant ghai aeharshada pandyapradeep sensexbaba buy level,neutral
41232,khan sb ko modi ne liay nahee bulaya k agar khan sb aajayenge tou indian media modi kochour kar kha https co,neutral
13198,happy birthday pfluke wish good health khrab projects come nan life full bounty https co,positive
15967,desh mai karib crore muzlims hai incindia ko pure desh mai sirf crore votes mile matlab wanha bhi vo https co,neutral
9323,best moment prithvi singh says launda serious h totally loved https co iwchlalbsn,positive
10337,swear person fav walla nothing without life really grateful sist https co,positive
9341,aapne kaam kiya hai isse koi inkar nhi kar sakta lekin aapko vote isliye nhi diya kyuki aapne itne galat decisi https co,positive
45057,rt ishibaloy extra big parang pagmamahal ko sakanya hahaha ayieeee love nay z https co,positive
27797,thoda sa aukaat dekh lena chahiye apna tujhse reallyswara ka kuch ho nahi sakta bc fuc king https co vxwelisadp,negative
8642,kumaridiya pmoindia narendramodi hume gurav hai ki shreeman pm modi ji jaisa es new hindsthan ko sab ka sath sa https co,neutral
9329,munirahmedap ye qanoon efitrat hai social system jo khuda n design kiya mard ko hi agay chalna hai wo dun https co,positive
15582,rt romamatto shehryar taseer salmaantaseer happy birthday shaheed baba spread message humanity great human,neutral
8206,ursmileishere dramebaaz yeah want power anyway msg dhongis perfect,neutral
3197,iamirpathan hahahaha allah aisey maulana sahab se kaum ki hifazat farmayee ye mudde uthane nahi https co,positive
19159,tahassiddiqui kutte k bache tum ho hee hram khoon aur zana ki aulad tum se pakistan k topic pe kia debate,negative
1132,imk sonu atifbjp rsprasad bjp ne tickets diye ek ko bhi vote ni diya tum logo ne vote doge cong https co vqgpfzgrsu,negative
20234,silwatein mowglu mere roney se meri maa bahut khush thi mere roney se meri maa bahut khush thi jab mai pa https co,positive
38348,bbchindi kabhi apne paiso se bhi saifai randi nachwa dete toh aisa nahi hota humesha sarkari maal udane se https co,negative
25280,maafkro eid around corner ca nt wait buy pyari pyari colourful choorian,neutral
24029,sambit swaraj gulpanag reallyswara prakashraaj aap apni bhasa pe sayam rakh https co,neutral
591,aajtak ab ye btaega isse pucho tere jiyne b mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale gaao https co,neutral
16289,rt lord ladkiyan cigarette peeti hui kitni attractive lagti h,neutral
35703,degree chahye ahmedjavedmian ka hisab allah pak khud kry ga inshaallah pehle thought k shia peop https co,neutral
25889,hardikpatel va spirit anjali vaise iska hal bhi dhobi ka kutta jaisi hai abhi ye kidar ke bhi nahi rahe,positive
18276,aaj ke time study boht mehengi hoti ja rahi h agar study mehengi ho jayengi hum jese logh padh nahi payenge,negative
19112,goldenthrust isme kaha pata lag raha ki ye modi rss k log matlab koi hindu kisi musalman ko maare bjp rss https co,neutral
27339,rt hahahaha funny cause true https co sovhyrsyuv,neutral
13890,allindiabakchod great see guys back thetanmay gkhamba mojorojo stupidusmaximus,positive
2372,aliciagilstorf nickyahogan need major time hehe https co,neutral
17808,rubikaliyaquat rehne dijiye rubika ji bechara bada educated aur knowledgeable lagta h regarding social media,neutral
20315,jgdvaishali tumhari samajh se bahar ki chhez hai apne ghutno par jyada jor mat dalo go kitchen,negative
9555,lol modi ke interviews haha dhokebaaz hai modi,negative
19384,bjp ki seat ane pr agle din gst registration free jay maa bharati https co vtbtaigknb,positive
41535,e vm zindabad bjp ko koi defeat nahi de sakta chehe jitana bhrastachar karo murder politics sb jayaj hai https co,negative
14182,rt tzimur ahhh nice may allah grant salah mane everything next life ameen life ya allah strip th,positive
29827,ye jahalat nahi aur kiya hy masoom bachon ko bhi adis horahi hy hiv vaba ki shakl akhtiar kar chu https co,neutral
7703,bakwaaas much love friendship people forget https co,neutral
20063,blockbuster series ki waat lagaye ga iss ko bahubali bhi lelo usko bhi flop karwa dega https co,neutral
44779,sir ye log randi aur bharuaa se kam nahi hai ye sale harami log deshdrohi hai mai galat word esiliye nikalta hui https co,negative
28270,srksaksham utsavrk teri g ku jalri h tujhe mtlb katrina maha fuddu actress hai aur ye admit krle,negative
19200,one two surat employment hai one two even mail resume mil jayegi aapko naukri,neutral
2877,tufailelif chootiyas like keeps increasing bakchodi band kar,positive
8940,rt joshijubin humorouslyvipul one two sindhi se tum saans lene ki hawa nahi chura sakoge fans duur ki baat hai,positive
3438,sunilbansalbjp sir aap ki kadi mehanat say ye mukaam pradesh desh ko mila hai pranaam hai aapko rajeev mishra maharaj bjp uttar pradesh,positive
14498,pakistan ke captain ki statement sach saabit ho rhi h pehla hi match buri tarah se haar gyi shi kha tha sarfaraj https co,negative
577,rt omcswe u things ppl u adore u want transaction give take u u r su,neutral
26081,tu khelna chodd dega hum dekhna chodd denge love uh infinity dhoni thala https co,positive
13240,hernameis bea iske zimmedar wo harami maulana aur algaowadi neta h jo apne bacchon ko foreign mein p https co sfhsfcnrbn,negative
39403,gabeeno ofcourse haram khor unlike ur leaders certified chor,negative
14078,vikasbha uncle aap ko chutiya bnaya gya h ye video doctored h apke modi prem ko dekhte hue aapko bheja gy https co,negative
15839,rt welfarebydssvolunteers walking path humanity shown saint dr gurmeet ram rahim singh ji insan dera,neutral
30024,huyyyyyy yung crush ko sabi niya sakin waiting pota felt harrrd,neutral
19928,northerncomd ia adgpi pib india spokespersonmod aapki shahdat ko shat shat naman vande matram bharat mata ki ja https co,positive
40753,chawal log intahai chawal log phir aaty hain wo log jo wc ki baqwaas kar rahe hain ye logon se https co,neutral
22514,restudwibagja ridwankamil keseringan turun di el pozo jadinya barbar,neutral
14628,nimtrends kehne matra se bench ko sthagit kar diya gaya aur fir ek mediator ko introduce kar diya ki ab sarvsah https co,neutral
34236,ye asal mein naye khiyalat hain islam ne tou taleem musalman per farz ki hai taleem nahi hou https co,neutral
25608,hat paaji tajinderbagga bina kisi dar ke aap hamesha sach ko saamne laate ho aur yahi ka dna https co,neutral
12145,playing yoosung route cinnamon roll heaaarttttttt baby boy must proteccccccc https co,positive
4579,atulreellife bharat favorite human bajrangi sultan salman khan film bharat june dekhna na bhule https co,positive
15493,sushmaswaraj modiji ko dhanyawaad aur suresh prabhuji se prarthana well please ignore thanks sushma maam https co,neutral
9239,srbachchan one kind word change someone entire day waiting love n smiles long https co,positive
37566,arvind agarwal elections jaise bjp election jeeta ye prakat ho gaya aaltufaaltu https co,negative
37829,fahad mustafa ne pure pakistan ko truck ki bati k piche lagadia hain aur phr ye awaam bhi subhanallah milna kch https co,negative
40240,sanskari bohot sanskari phir ate h jo fuck ko f ck likhte hsoo sanskari,positive
32512,askanshul merut jashn mnane pe jise mara gya mullo ne wo hindu tha delhi beti ko bchane https co mwnomnvnoy,neutral
39695,ayushmann bhai salute u ghajab h brave attempt https co,positive
30098,rt akin makinde agebeeka good good mean level asha,positive
33854,rt amit mcx sharma ye ladkiyan khud kuch efforts nhi krti aur fir kehti hai single ab mai voh launda toh hu nhi jo itni,neutral
23264,found awesome recording main teri mohabbat mein pagal ho jaunga smule https co,neutral
26976,bewakoof orat ho tum kuch nahi agar orat ho tu wesey tu fake hey account yeah,negative
13051,yuvaou ke chahete mourya ji ko pradesh ki bhari jeet ke liye bahut bahut badhai dher sari shubh kamnai,positive
41167,abpnewstv kya hua upenderji kaanha khun ka nadi bah rahe hain lovi ka yahi hal hota hai bjp aapko minis https co aayrzirqto,negative
43079,dibang media sahi se kaam krti na sir govt bhi january mein hi ye report de deta lekin media ko hindu muslim https co,neutral
33114,abidsherali hahahahahahahahahahhahahahaha look talking jo jhoot moot k bimaar ban k bahar baithay hain https co,negative
41743,dabe best animated best superhero film ever made favorite away cuz aint wrong,positive
18895,kya iss jit se hindustan ke future par koi asar padne wala nahi mujhe nahi lagta kyu ki jab koi admi national https co,neutral
27995,looking forward insha allah https co,neutral
11045,krkboxoffice kamaalrkhan tu taran adarsh se comparison mt kr apna,neutral
28679,karwahi nahi ho rahi hai bar bar jan se marne ki dhamki di ja rahi hai sarkar manwar yogi adith nath cm https co,negative
29288,rt rahulgandhi sir rtfirinc ko mhasachiv bnaiye modi ki bolti band kr denge,negative
18768,writesjodi intense dear jodi one times love know next scene like great sto https co,neutral
30144,gappistanradio pradhan panauti ji south africa ko aapne lapet diya ugla number kiska hai,neutral
25742,sardanarohit viswas rohit kah raha teri khopdi etne chhed kerenge ki teri khopdi khopdi nahi https co,negative
40864,rashmi hindu kanhaiyakumar aukat dikha di logo ne antinationalist ko shoot kr ke aazadi deni cahiye,negative
37091,mustafa ppp khuda ka naam lo nabi ka naam lay kar cheez ko twists karlo saudia emirates https co,neutral
20445,fayezzmd anjanaomkashyap rajgorsid advnehasdube amitshah https co dzlcexpyog,neutral
20748,zeenewshindi vivekoberoi kab se celebrity ban gaya flop actor hai wo koi pehchanta bhi nahi,negative
22752,narendramodi sir mai aapako aapana hero aadarsh manata hu mai aapase purna rup se dudaker desh ke hit aap https co,positive
2848,nehr ani isko chupake rakho bjp ticket na dede isko,neutral
